area,price
0.4580246913580247,1.0
0.5530864197530864,0.9210526315789473
0.6148148148148148,0.9210526315789473
0.46296296296296297,0.9184210526315789
0.4580246913580247,0.8578947368421053
0.46296296296296297,0.8157894736842105
0.5296296296296297,0.7631578947368421
1.0,0.7631578947368421
0.5,0.7421052631578947
0.3549382716049383,0.7368421052631579
0.8148148148148148,0.7368421052631579
0.37037037037037035,0.7278947368421053
0.404320987654321,0.7
0.21604938271604937,0.6947368421052632
0.48148148148148145,0.6947368421052632
0.37037037037037035,0.6842105263157895
0.4074074074074074,0.6842105263157895
0.5246913580246914,0.6736842105263158
0.2839506172839506,0.6684210526315789
0.3962962962962963,0.6657894736842105
0.26666666666666666,0.6578947368421053
0.44166666666666665,0.6526315789473685
0.49691358024691357,0.65
0.2814814814814815,0.65
0.5432098765432098,0.6447368421052632
0.40370370370370373,0.6421052631578947
0.37037037037037035,0.6363157894736842
0.5478395061728395,0.631578947368421
0.49074074074074076,0.631578947368421
0.3395061728395062,0.631578947368421
0.46141975308641975,0.631578947368421
0.43209876543209874,0.631578947368421
0.3012345679012346,0.6236842105263158
0.36790123456790125,0.6157894736842106
0.4222222222222222,0.6105263157894737
0.43209876543209874,0.6075894736842106
0.46185185185185185,0.6047368421052631
0.5555555555555556,0.6
0.37037037037037035,0.5986842105263158
0.37037037037037035,0.5947368421052631
0.404320987654321,0.5921052631578947
0.3925925925925926,0.5894736842105263
0.4,0.5789473684210527
0.37037037037037035,0.5789473684210527
0.37037037037037035,0.5684210526315789
0.37037037037037035,0.5684210526315789
0.37037037037037035,0.5657894736842105
0.4074074074074074,0.5631578947368421
0.2654320987654321,0.5605263157894737
0.45925925925925926,0.5578947368421052
0.45925925925925926,0.5578947368421052
0.3904320987654321,0.5578947368421052
0.37037037037037035,0.5526315789473685
0.31790123456790126,0.5526315789473685
0.37037037037037035,0.5526315789473685
0.37037037037037035,0.5526315789473685
0.7061728395061728,0.5521052631578948
0.5555555555555556,0.5447368421052632
0.4740740740740741,0.5421052631578948
0.37037037037037035,0.5421052631578948
0.37037037037037035,0.5368421052631579
0.5481481481481482,0.531578947368421
0.3851851851851852,0.531578947368421
0.3925925925925926,0.5289473684210526
0.6898148148148148,0.5263157894736842
0.5481481481481482,0.5210526315789473
0.8148148148148148,0.5210526315789473
0.47530864197530864,0.5184210526315789
0.37037037037037035,0.5157894736842106
0.7462962962962963,0.5105263157894737
0.24691358024691357,0.5105263157894737
0.37037037037037035,0.5078947368421053
0.30987654320987656,0.5052631578947369
0.4074074074074074,0.5026315789473684
0.24938271604938272,0.5
0.26296296296296295,0.5
0.3962962962962963,0.5
0.4012345679012346,0.5
0.35185185185185186,0.5
0.37037037037037035,0.5
0.37037037037037035,0.49842105263157893
0.24691358024691357,0.49736842105263157
0.6481481481481481,0.49736842105263157
0.37037037037037035,0.49473684210526314
0.23209876543209876,0.48947368421052634
0.5092592592592593,0.48947368421052634
0.41172839506172837,0.48947368421052634
0.24444444444444444,0.4868421052631579
0.45740740740740743,0.4868421052631579
0.5296296296296297,0.4842105263157895
0.30864197530864196,0.4842105263157895
0.4166666666666667,0.4826315789473684
0.2962962962962963,0.48157894736842105
0.4444444444444444,0.47368421052631576
0.37037037037037035,0.47368421052631576
0.25308641975308643,0.47368421052631576
0.5555555555555556,0.47368421052631576
0.3950617283950617,0.47368421052631576
0.4074074074074074,0.4731578947368421
0.37037037037037035,0.4710526315789474
0.4074074074074074,0.46842105263157896
0.3395061728395062,0.46842105263157896
0.3395061728395062,0.46578947368421053
0.39197530864197533,0.46578947368421053
0.3395061728395062,0.46578947368421053
